Update: 2017-11-20

### Ship Type : See shiptype.txt
### After Upgrade : Ship id after upgrade

### Max Hp, Armor, Fire power, Torpedo power, AA Power, Luck
[Default Value],[Max Value]

### Speed
0	Land base
5	Slow
10	Fast

### Range
0	None
1	Short
2	Middle
3	Long
4	Super long

### Materials on broken : [Fuel],[Ammo],[Steel],[Bauxite]
### Required fuel, Required ammo : Required material to upgrade

### Voice bits
1	Idle voice
2	O-clock voice
4	Special idle voice (Idle voice when Condition>=50)

### Player ships
ID	Sort No.	Name	Yomi	Ship Type	Upgrade Level	After Upgrade	Max Hp	Armor	Fire power	Torpedo power	AA Power	Luck	Speed	Range	Slot count	Airplanes	Build mins	Materials on broken	Powerup point	Rarity	Required fuel	Required ammo	Max fuel	Max ammo	Voice bits
470	270	霞改二乙	かすみ	2	88	464	31,53	15,52	12,59	30,83	32,80	37,97	10	1	3	0,0,0,0,0	22	1,2,10,0	1,2,2,1	7	390	300	15	20	1
471	271	神風	かみかぜ	2	50	476	12,23	5,17	5,28	12,36	5,26	30,79	10	1	2	0,0,0,0,0	18	1,1,3,0	1,1,0,0	4	80	130	15	15	1
472	272	朝風	あさかぜ	2	50	370	12,23	5,17	5,29	12,37	6,27	13,72	10	1	2	0,0,0,0,0	18	1,1,3,0	1,1,0,0	4	80	150	15	15	1
473	273	春風	はるかぜ	2	50	363	12,23	5,17	5,27	12,36	6,28	25,74	10	1	2	0,0,0,0,0	18	1,1,3,0	1,1,0,0	4	80	110	15	15	1
474	274	松風	まつかぜ	2	50	371	12,23	5,17	5,28	12,38	5,25	12,70	10	1	2	0,0,0,0,0	18	1,1,3,0	1,1,0,0	4	80	130	15	15	1
475	275	旗風	はたかぜ	2	50	387	12,23	5,17	5,29	12,36	5,24	17,73	10	1	2	0,0,0,0,0	18	1,1,3,0	1,1,0,0	4	80	130	15	15	1
476	276	神風改	かみかぜ	2	0	0	23,38	10,38	8,41	14,68	14,48	40,99	10	1	3	0,0,0,0,0	18	1,1,4,0	1,1,0,0	6	0	0	15	15	3
479	279	天霧	あまぎり	2	35	390	15,29	5,20	10,30	27,70	12,39	11,57	10	1	2	0,0,0,0,0	20	1,1,5,0	0,1,0,0	4	130	170	15	20	0
480	280	狭霧	さぎり	2	30	391	15,29	5,19	10,29	27,69	12,39	6,46	10	1	2	0,0,0,0,0	20	1,1,5,0	0,1,0,0	4	110	130	15	20	0
481	281	水無月	みなづき	2	20	366	13,24	5,18	6,29	18,49	7,29	13,53	10	1	2	0,0,0,0,0	18	1,1,4,0	1,1,0,0	4	100	100	15	15	1
483	283	伊26	い26	13	50	367	14,19	4,18	2,9	32,75	0,0	14,51	5	1	1	0,0,0,0,0	22	1,2,2,1	0,2,0,0	4	140	200	10	20	1
485	285	藤波	ふじなみ	2	30	373	16,34	6,19	10,31	24,69	12,42	9,49	10	1	2	0,0,0,0,0	24	1,1,6,0	0,1,0,1	4	110	150	15	20	1
486	286	浦波	うらなみ	2	30	368	15,29	5,19	10,29	27,69	10,39	14,54	10	1	2	0,0,0,0,0	20	1,1,5,0	0,1,0,0	4	100	100	15	20	1
487	287	鬼怒改二	きぬ	3	0	0	45,61	29,68	15,55	28,84	41,86	17,72	10	1	3	1,1,1,0,0	75	2,2,10,0	1,2,2,2	7	0	0	25	30	3
488	288	由良改二	ゆら	3	0	0	45,61	29,67	14,53	25,80	36,88	16,70	10	1	3	1,2,1,0,0	75	2,2,10,0	1,2,2,2	7	0	0	25	30	3
489	289	満潮改二	みちしお	2	0	0	31,54	15,54	19,68	32,89	20,64	18,77	10	1	3	0,0,0,0,0	22	1,2,10,0	2,2,1,1	7	0	0	15	20	1
490	290	荒潮改二	あらしお	2	0	0	31,54	14,52	19,69	33,88	22,70	17,71	10	1	3	0,0,0,0,0	22	1,2,10,0	2,2,1,1	4	0	0	15	20	1
491	291	Commandant Teste	コマンダン・テスト	16	40	372	42,63	24,50	28,48	0,0	18,40	17,79	5	1	3	12,7,7,0,0	140	3,4,13,6	2,0,1,3	6	200	380	35	40	1
492	292	Richelieu	リシュリュー	8	45	392	85,93	72,90	64,94	0,0	22,70	22,82	10	3	4	3,3,3,3,0	300	11,17,36,4	4,0,2,3	7	2000	1600	100	125	1
493	293	伊400	い400	14	37	606	20,24	5,24	2,10	36,73	0,0	19,58	5	1	1	3,0,0,0,0	200	1,2,3,2	0,1,1,1	6	300	100	20	15	3
494	294	伊13	い13	14	45	374	18,23	5,22	2,9	27,68	0,0	6,39	5	1	2	2,0,0,0,0	200	1,2,3,2	0,1,1,1	5	280	100	15	15	1
495	295	伊14	い14	14	45	375	18,23	5,22	2,9	27,66	0,0	24,64	5	1	2	2,0,0,0,0	200	1,2,3,2	0,1,1,1	6	280	100	15	15	1
496	296	Zara due	ザラ	5	0	0	62,74	55,88	57,87	0,48	35,90	17,70	10	3	4	6,3,3,3,0	70	4,10,25,5	4,0,2,3	8	0	0	50	80	3
499	299	神威改	かもい	16	60	500	37,48	13,29	6,22	0,0	12,28	19,69	5	2	3	11,8,3,0,0	140	3,0,10,1	0,0,1,1	5	240	30	30	15	3
500	300	神威改母	かもい	22	0	0	39,51	17,33	7,25	0,0	14,34	20,79	5	2	3	1,1,1,0,0	140	3,0,10,3	0,0,2,1	6	0	0	30	20	3
503	303	鈴谷改二	すずや	6	88	508	61,73	42,74	30,76	40,88	30,85	14,74	10	2	4	3,3,7,11,0	100	5,8,20,5	2,1,3,2	7	4700	800	55	60	3
504	304	熊野改二	くまの	6	88	509	62,74	42,75	30,76	40,87	30,84	13,73	10	2	4	3,3,7,11,0	100	5,8,20,5	2,1,3,2	7	4700	800	55	60	3
508	308	鈴谷航改二	すずや	7	88	503	61,73	42,74	0,56	0,0	33,87	13,74	10	2	4	15,12,12,8,0	100	5,9,20,6	1,0,3,3	8	4500	1300	60	55	3
509	309	熊野航改二	くまの	7	88	504	62,74	42,75	0,55	0,0	33,86	12,73	10	2	4	15,12,12,8,0	100	5,9,20,6	1,0,3,3	8	4500	1300	60	55	3
511	311	Гангут	ガングート	8	45	512	59,79	55,73	55,78	14,28	22,58	20,69	5	3	4	1,1,1,1,0	240	8,12,29,3	2,1,1,3	5	2000	2400	75	100	1
512	312	Октябрьская революция	ガングート	8	75	513	72,87	68,90	65,89	0,0	36,65	30,79	5	3	4	1,1,1,1,0	240	9,13,32,3	3,0,1,3	6	4200	1600	80	105	3
513	316	Гангут два	ガングート	8	0	0	77,92	71,95	66,90	16,32	38,72	35,88	5	3	4	1,1,2,2,0	240	9,14,33,3	3,1,1,4	7	0	0	85	110	3
515	315	Ark Royal	アークロイヤル	11	45	393	55,82	26,47	0,27	0,0	30,72	8,58	10	1	4	18,30,12,12,0	250	8,10,28,7	0,0,4,4	7	1800	1300	55	50	1
517	317	占守	しむしゅ	1	40	376	9,18	4,16	4,18	0,0	7,24	40,79	5	1	2	0,0,0,0,0	14	1,1,2,0	1,0,0,0	4	60	90	10	10	1
518	318	国後	くなしり	1	40	377	9,18	4,16	4,19	0,0	6,22	35,78	5	1	2	0,0,0,0,0	14	1,1,2,0	1,0,0,0	4	60	90	10	10	1
521	321	春日丸	たいよう	7	30	526	36,58	14,32	0,9	0,0	12,24	5,39	5	1	2	14,9,0,0,0	160	2,1,16,3	0,0,1,2	4	350	190	25	25	1
524	334	択捉	えとろふ	1	37	383	9,18	4,16	4,18	0,0	7,27	37,78	5	1	2	0,0,0,0,0	14	1,1,2,0	1,0,0,0	4	55	95	10	10	1
525	335	松輪	まつわ	1	37	384	9,18	4,16	4,19	0,0	7,28	7,49	5	1	2	0,0,0,0,0	14	1,1,2,0	1,0,0,0	4	55	95	10	10	1
526	326	大鷹	たいよう	7	60	380	37,59	15,34	0,12	0,0	13,27	6,44	5	1	3	14,11,2,0,0	160	2,2,16,3	0,0,1,2	5	390	230	30	25	3
529	331	大鷹改二	たいよう	7	0	0	49,74	26,55	18,39	0,0	24,54	14,64	5	2	4	14,14,8,3,0	160	3,6,16,5	0,0,3,2	7	0	0	35	35	3
530	330	伊504	ルイージ・トレッリ	13	0	0	14,24	5,21	3,15	30,68	0,28	40,85	5	1	2	0,0,0,0,0	22	1,2,2,1	0,2,1,0	7	0	0	10	20	3
531	339	佐渡	さど	1	37	385	9,18	4,16	4,19	0,0	7,29	7,49	5	1	2	0,0,0,0,0	14	1,1,2,0	1,0,0,0	4	55	95	10	10	1
532	332	涼月	すずつき	2	55	537	21,41	10,29	16,47	16,46	70,102	27,67	10	1	3	0,0,0,0,0	30	1,2,13,1	0,1,3,1	6	270	430	20	25	1
535	325	Luigi Torelli	ルイージ・トレッリ	13	30	605	11,21	5,17	2,10	18,62	0,18	25,62	5	1	1	0,0,0,0,0	22	1,2,2,1	0,2,0,0	4	190	60	10	20	1
537	337	涼月改	すずつき	2	0	0	38,58	16,55	22,56	22,52	82,116	37,90	10	1	3	0,0,0,0,0	30	1,2,13,1	1,1,3,1	7	0	0	20	25	3
539	329	UIT-25	ルイージ・トレッリ	13	55	530	13,23	5,19	2,12	0,36	0,25	35,77	5	1	2	0,0,0,0,0	22	1,2,2,1	0,2,1,0	6	180	320	10	20	3
540	340	対馬	つしま	1	47	386	9,18	4,16	4,17	0,0	7,27	47,88	5	1	2	0,0,0,0,0	14	1,1,2,0	1,0,0,0	4	75	105	10	10	1
541	341	長門改二	ながと	9	0	0	91,99	88,110	91,118	0,0	40,100	40,108	5	3	4	3,3,6,3,0	300	30,38,88,18	6,0,2,6	8	0	0	180	225	3
545	345	Saratoga Mk.II	サラトガ	11	85	550	89,99	48,85	0,68	0,0	60,94	40,93	10	2	4	32,24,18,6,0	330	14,19,53,20	0,0,6,6	8	5500	2500	90	95	3
548	348	文月改二	ふみづき	2	0	0	27,44	12,46	7,44	27,77	37,82	17,77	10	1	3	0,0,0,0,0	18	1,2,7,0	1,2,2,0	6	0	0	15	15	1
550	350	Saratoga Mk.II Mod.2	サラトガ	18	90	545	89,99	50,88	0,58	0,0	60,94	40,93	10	2	4	37,24,19,13,0	330	14,19,53,20	0,0,6,6	8	5500	2500	100	100	3
605	1505	Luigi Torelli改	ルイージ・トレッリ	13	40	539	13,23	5,18	0,8	0,32	0,22	30,72	5	1	2	0,0,0,0,0	22	1,2,2,1	0,2,0,0	5	160	300	10	15	3
606	1506	伊400改	い400	14	0	0	24,39	7,24	6,20	40,82	0,0	19,58	5	1	2	3,3,0,0,0	200	1,2,4,3	0,2,1,1	7	0	0	25	30	3

### Enemy ships
ID	Sort No.	Name	Yomi	Ship Type	Upgrade Level	After Upgrade	Max Hp	Armor	Fire power	Torpedo power	AA Power	Luck	Speed	Range	Slot count	Airplanes	Build mins	Materials on broken	Powerup point	Rarity	Required fuel	Required ammo	Max fuel	Max ammo	Voice bits
1501		駆逐イ級	-	2									10		2										
1502		駆逐ロ級	-	2									10		2										
1503		駆逐ハ級	-	2									10		2										
1504		駆逐ニ級	-	2									10		2										
1505		軽巡ホ級	-	3									10		2										
1506		軽巡ヘ級	-	3									10		2										
1507		軽巡ト級	-	3									10		3										
1508		雷巡チ級	-	4									10		3										
1509		重巡リ級	-	5									10		3										
1510		軽母ヌ級	-	7									5		3										
1511		戦艦ル級	-	9									5		3										
1512		空母ヲ級	-	11									10		3										
1513		輸送ワ級	-	15									5		0										
1514		駆逐イ級	elite	2									10		2										
1515		駆逐ロ級	elite	2									10		2										
1516		駆逐ハ級	elite	2									10		2										
1517		駆逐ニ級	elite	2									10		2										
1518		軽巡ホ級	elite	3									10		2										
1519		軽巡ヘ級	elite	3									10		2										
1520		軽巡ト級	elite	3									10		3										
1521		雷巡チ級	elite	4									10		3										
1522		重巡リ級	elite	5									10		4										
1523		軽母ヌ級	elite	7									5		3										
1524		戦艦ル級	elite	9									5		4										
1525		空母ヲ級	elite	11									10		3										
1526		輸送ワ級	elite	15									5		3										
1527		重巡リ級	flagship	5									10		4										
1528		空母ヲ級	flagship	11									10		3										
1529		戦艦ル級	flagship	9									5		4										
1530		潜水カ級		13									5		2										
1531		潜水ヨ級		13									5		2										
1532		潜水カ級	elite	13									5		3										
1533		潜水ヨ級	elite	13									5		3										
1534		潜水カ級	flagship	13									5		3										
1535		潜水ヨ級	flagship	13									5		3										
1536		浮遊要塞		10									10		3										
1537		浮遊要塞		10									10		3										
1538		浮遊要塞		10									10		3										
1539		泊地棲鬼		10									5		3										
1540		泊地棲姫		10									5		3										
1541		戦艦タ級		8									10		4										
1542		戦艦タ級	elite	8									10		4										
1543		戦艦タ級	flagship	8									10		4										
1544		装甲空母鬼		10									10		3										
1545		装甲空母姫		10									10		3										
1546		南方棲鬼		10									5		3										
1547		南方棲戦鬼		10									5		3										
1548		南方棲戦姫		10									5		3										
1549		護衛要塞		10									10		3										
1550		護衛要塞		10									10		3										
1551		護衛要塞		10									10		3										
1552		駆逐ロ級	flagship	2									10		3										
1553		駆逐ハ級	flagship	2									10		3										
1554		軽巡ホ級	flagship	3									10		3										
1555		軽巡ヘ級	flagship	3									10		4										
1556		飛行場姫		10									0		4										
1557		戦艦棲姫		9									5		4										
1558		輸送ワ級	flagship	15									5		3										
1559		雷巡チ級	flagship	4									10		3										
1560		軽母ヌ級	flagship	7									5		4										
1561		戦艦レ級		10									10		4										
1562		戦艦レ級	elite	10									10		4										
1564		駆逐イ級	flagship	2									10		3										
1565		空母ヲ級改	flagship	11									10		4										
1566		重巡リ級改	flagship	5									10		4										
1567		戦艦ル級改	flagship	9									5		4										
1570		潜水ソ級		13									5		2										
1571		潜水ソ級	elite	13									5		3										
1572		潜水ソ級	flagship	13									5		3										
1573		港湾棲姫		10									0		4										
1574		離島棲鬼		10									0		4										
1575		駆逐イ級後期型		2									10		3										
1576		駆逐ロ級後期型		2									10		3										
1577		駆逐ハ級後期型		2									10		3										
1578		駆逐ニ級後期型		2									10		3										
1579		空母ヲ級	flagship	11									10		3										
1581		北方棲姫		10									0		4										
1582		北方棲姫		10									0		4										
1583		中間棲姫		10									0		5										
1584		中間棲姫		10									0		5										
1585		空母棲鬼		11									10		4										
1586		空母棲姫		11									10		4										
1587		北方棲姫		10									0		4										
1588		北方棲姫		10									0		4										
1589		北方棲姫		10									0		4										
1590		北方棲姫		10									0		4										
1591		軽巡ツ級		3									10		4										
1592		軽巡ツ級	elite	3									10		4										
1594		重巡ネ級		5									10		4										
1595		重巡ネ級	elite	5									10		4										
1597		駆逐棲姫		2									10		3										
1598		駆逐棲姫		2									10		3										
1599		空母水鬼		11									10		4										
1600		空母水鬼		11									10		4										
1601		軽巡棲鬼		3									10		4										
1602		軽巡棲鬼		3									10		4										
1603		戦艦水鬼		9									5		4										
1604		戦艦水鬼		9									5		4										
1605		港湾水鬼		10									0		4										
1606		港湾水鬼		10									0		4										
1607		港湾水鬼		10									0		4										
1608		港湾水鬼		10									0		4										
1609		泊地水鬼		10									0		4										
1610		泊地水鬼		10									0		4										
1611		泊地水鬼		10									0		4										
1612		泊地水鬼		10									0		4										
1613		港湾棲姫		10									0		4										
1614		空母ヲ級	flagship	11									10		3										
1615		空母ヲ級	flagship	11									10		3										
1616		空母ヲ級改	flagship	11									10		3										
1617		空母ヲ級改	flagship	11									10		3										
1618		空母ヲ級改	flagship	11									10		3										
1619		空母棲鬼		11									10		4										
1620		空母棲姫		11									10		4										
1621		駆逐イ級後期型	elite	2									10		3										
1622		駆逐ロ級後期型	elite	2									10		3										
1623		駆逐ハ級後期型	elite	2									10		3										
1624		駆逐ニ級後期型	elite	2									10		3										
1625		水母棲姫		16									5		4										
1626		水母棲姫		16									5		4										
1627		水母棲姫		16									5		4										
1628		防空棲姫		2									10		3										
1629		防空棲姫		2									10		3										
1630		防空棲姫		2									10		3										
1631		飛行場姫		10									0		4										
1632		飛行場姫		10									0		4										
1633		飛行場姫		10									0		4										
1634		離島棲鬼		10									0		4										
1635		離島棲鬼		10									0		4										
1636		離島棲鬼		10									0		4										
1637		PT小鬼群		2									10		2										
1638		PT小鬼群		2									10		2										
1639		PT小鬼群		2									10		2										
1640		PT小鬼群		2									10		2										
1641		軽巡棲姫		3									10		4										
1642		軽巡棲姫		3									10		4										
1643		軽巡棲姫		3									10		4										
1644		潜水棲姫		13									5		3										
1645		潜水棲姫		13									5		3										
1646		潜水棲姫		13									5		3										
1647		駆逐水鬼		2									10		4										
1648		駆逐水鬼		2									10		4										
1649		駆逐水鬼		2									10		4										
1650		飛行場姫		10									0		4										
1651		飛行場姫		10									0		4										
1652		飛行場姫		10									0		4										
1653		集積地棲姫		10									0		4										
1654		集積地棲姫		10									0		4										
1655		集積地棲姫		10									0		4										
1656		集積地棲姫-壊		10									0		4										
1657		集積地棲姫-壊		10									0		4										
1658		集積地棲姫-壊		10									0		4										
1659		重巡棲姫		5									10		4										
1660		重巡棲姫		5									10		4										
1661		重巡棲姫		5									10		4										
1662		重巡棲姫		5									10		4										
1663		重巡棲姫		5									10		4										
1664		重巡棲姫		5									10		4										
1665		砲台小鬼		9									0		4										
1666		砲台小鬼		9									0		4										
1667		砲台小鬼		9									0		4										
1668		離島棲姫		11									0		4										
1669		離島棲姫		11									0		4										
1670		離島棲姫		11									0		4										
1671		離島棲姫		10									0		4										
1672		離島棲姫		9									0		4										
1673		駆逐古鬼		2									10		4										
1674		駆逐古鬼		2									10		4										
1675		駆逐古鬼		2									10		4										
1676		駆逐水鬼		2									10		4										
1677		駆逐水鬼		2									10		4										
1678		駆逐水鬼		2									10		4										
1679		リコリス棲姫		11									0		4										
1680		リコリス棲姫		11									0		4										
1681		リコリス棲姫		11									0		4										
1682		リコリス棲姫		11									0		4										
1683		リコリス棲姫		11									0		4										
1684		中枢棲姫		9									0		4										
1685		中枢棲姫		9									0		4										
1686		中枢棲姫		9									0		4										
1687		中枢棲姫-壊		9									0		4										
1688		中枢棲姫-壊		9									0		4										
1689		中枢棲姫-壊		9									0		4										
1690		駆逐古姫		2									10		4										
1691		駆逐古姫		2									10		4										
1692		駆逐古姫		2									10		4										
1693		潜水夏姫	flagship	13									5		3										
1694		潜水夏姫	flagship	13									5		3										
1695		潜水夏姫	flagship	13									5		3										
1696		戦艦夏姫		9									5		4										
1697		戦艦夏姫		9									5		4										
1698		戦艦夏姫		9									5		4										
1699		港湾夏姫		10									0		4										
1700		港湾夏姫		10									0		4										
1701		港湾夏姫		10									0		4										
1702		港湾夏姫-壊		10									0		4										
1703		港湾夏姫-壊		10									0		4										
1704		港湾夏姫-壊		10									0		4										
1705		重巡夏姫		5									10		4										
1706		重巡夏姫		5									10		4										
1707		重巡夏姫		5									10		4										
1708		水母水姫		16									5		4										
1709		水母水姫		16									5		4										
1710		水母水姫		16									5		4										
1711		深海海月姫		11									10		4										
1712		深海海月姫		11									10		4										
1713		深海海月姫		11									10		4										
1714		空母ヲ級改	flagship	11									10		4										
1715		空母ヲ級改	flagship	11									10		4										
1716		深海双子棲姫		10									5		4										
1717		深海双子棲姫		10									5		4										
1718		深海双子棲姫		10									5		4										
1719		深海双子棲姫-壊		10									5		4										
1720		深海双子棲姫-壊		10									5		4										
1721		深海双子棲姫-壊		10									5		4										
1722		護衛棲姫		7									5		4										
1723		護衛棲姫		7									5		4										
1724		護衛棲姫		7									5		4										
1725		北端上陸姫		10									0		4										
1726		北端上陸姫		10									0		4										
1727		北端上陸姫		10									0		4										
1728		北方水姫		10									5		4										
1729		北方水姫		10									5		4										
1730		北方水姫		10									5		4										
1731		北方水姫-壊		10									5		4										
1732		北方水姫-壊		10									5		4										
1733		北方水姫-壊		10									5		4										
1734		軽母ヌ級改	elite	7									5		4										
1735		軽母ヌ級改	flagship	7									5		4										
1736		潜水新棲姫	flagship	13									5		3										
1737		潜水新棲姫	flagship	13									5		3										
1738		潜水新棲姫	flagship	13									5		3										
1739		駆逐ナ級		2									10		3										
1740		駆逐ナ級	elite	2									10		3										
1741		駆逐ナ級	flagship	2									10		3										
1742		駆逐ナ級後期型		2									10		3										
1743		駆逐ナ級後期型	elite	2									10		3										
1744		駆逐ナ級後期型	flagship	2									10		3										
1745		戦艦仏棲姫		10									10		4										
1746		戦艦仏棲姫		10									10		4										
1747		戦艦仏棲姫		10									10		4										
1748		戦艦仏棲姫-壊		10									10		4										
1749		戦艦仏棲姫-壊		10									10		4										
1750		戦艦仏棲姫-壊		10									10		4										
1751		空母夏鬼		11									10		4										
1752		空母夏姫		11									10		4										
1753		集積地夏姫		10									0		4										
1754		集積地夏姫		10									0		4										
1755		欧州棲姫		10									10		4										
1756		欧州棲姫		10									10		4										
1757		欧州棲姫		10									10		4										
1758		欧州棲姫-壊		10									10		4										
1759		欧州棲姫-壊		10									10		4										
1760		欧州棲姫-壊		10									10		4										
1761		重巡ネ級	flagship	6									10		4										
1762		軽母ヌ級	elite	7									5		3										
1763		軽母ヌ級	flagship	7									5		4										
1764		軽母ヌ級	flagship	7									5		4										
1765		軽母ヌ級改	elite	7									5		4										
1766		軽母ヌ級改	flagship	7									5		4										
1767		海峡夜棲姫		10									10		4										
1768		海峡夜棲姫		10									10		4										
1769		海峡夜棲姫		10									10		4										
1770		海峡夜棲姫-壊		10									10		4										
1771		海峡夜棲姫-壊		10									10		4										
1772		海峡夜棲姫-壊		10									10		4										
1773		防空埋護姫		10									10		3										
1774		防空埋護姫		10									10		3										
1775		防空埋護姫		10									10		3										

# Player special illustration ships (Deleted from original data?)
ID	Sort No.	Name	Yomi	Ship Type	Upgrade Level	After Upgrade	Max Hp	Armor	Fire power	Torpedo power	AA Power	Luck	Speed	Range	Slot count	Airplanes	Build mins	Materials on broken	Powerup point	Rarity	Required fuel	Required ammo	Max fuel	Max ammo	Voice bits
787		浴衣朝霜	あさしも	13									10		2										
788		炒飯長波	ながなみ	2									10		2										
789		夏Z1	レーベレヒト・マース	2									10		3										
790		夏海風	うみかぜ	2									10		2										
791		夏Commandant Teste	コマンダン・テスト	16									5		3										
792		夏最上	もがみ	5									10		3										
793		夏2017三隅	みくま	5									10		3										
794		夏伊401	い401	14									5		1										
795		夏U-511	ゆー511・ろ500	13									5		1										
796		夏呂500	ゆー511・ろ500	13									5		2										
797		瑞雲伊勢改	いせ	10									5		4										
798		瑞雲日向改	ひゅうが	10									5		4										
799		瑞雲大淀改	おおよど	3									10		3										
811		桃節句潮	うしお	2									10		2										
812		桃節句潮改二	うしお	2									10		3										
813		桃節句瑞穂	みずほ	16									5		2										
814		桃節句Commandant Teste	コマンダン・テスト	16									5		3										
815		桃節句山風	やまかぜ	2									10		2										
816		Valentine水無月	みなづき	2									10		2										
817		Valentine朧	おぼろ	2									10		2										
818		Valentine高波	たかなみ	2									10		2										
819		ValentineCommandant Teste	コマンダン・テスト	16									5		3										
820		節分明石	あかし	19									5		3										
821		節分明石改	あかし	19									5		4										
822		節分風雲	かざぐも	2									10		2										
823		節分浦波	うらなみ	2									10		2										
824		節分Commandant Teste	コマンダン・テスト	16									5		3										
825		正月Iowa	アイオワ	8									10		4										
826		正月鳳翔	ほうしょう	7									5		2										
827		正月山風	やまかぜ	2									10		2										
828		買い物Pola	ポーラ	5									10		3										
829		Xmas鈴谷	すずや	5									10		3										
830		Xmas熊野	くまの	5									10		3										
831		Xmas朝雲	あさぐも	2									10		2										
832		Xmas山雲	やまぐも	2									10		2										
833		Xmas瑞穂	みずほ	16									5		2										
834		Xmas筑摩改二	ちくま	6									10		4										
835		Xmas利根改二	とね	6									10		4										
836		Xmasまるゆ	まるゆ	13									5		0										
837		Xmas球磨	くま	3									10		2										
838		XmasCommandant Teste	コマンダン・テスト	16									5		3										
839		Xmas明石改	あかし	19									5		4										
840		Xmas明石	あかし	19									5		3										
841		Xmas漣改	さざなみ	2									10		3										
842		浴衣由良	ゆら	3									10		2										
843		浴衣白露	しらつゆ	2									10		2										
844		浴衣秋月	あきづき	2									10		3										
845		浴衣陸奥	むつ	9									5		4										
846		浴衣長波	ながなみ	2									10		2										
847		法被吹雪	ふぶき	2									10		2										
848		法被吹雪改二	ふぶき	2									10		3										
849		法被朝霜	あさしも	2									10		2										
850		法被夕雲	ゆうぐも	2									10		2										
851		法被扶桑	ふそう	9									5		4										
852		秋刀魚多摩	たま	3									10		2										
853		秋刀魚あきつ丸	あきつまる	17									5		2										
854		秋刀魚時雨改二	しぐれ	2									10		3										
855		秋刀魚大鯨	たいげい・りゅうほう	20									5		3										
856		秋刀魚龍鳳	たいげい・りゅうほう	7									5		3										
857		秋刀魚Zara	ザラ	5									10		3										
858		親子丼秋雲	あきぐも	2									10		2										
859		親子丼瑞穂	みずほ	16									5		2										
860		親子丼赤城	あかぎ	11									10		4										
861		親子丼秋津洲	あきつしま	16									5		2										
862		親子丼山城	やましろ	9									5		4										
863		親子丼夕立改二	ゆうだち	2									10		3										
864		買い出し金剛	こんごう	8									10		3										
865		買い出し金剛改二	こんごう	8									10		4										
866		買い出し天城	あまぎ	11									10		4										
867		親子丼Roma	ローマ	8									10		4										
868		親子丼曙	あけぼの	2									10		2										
869		夏2016曙	あけぼの	2									10		2										
870		夏2016朧	おぼろ	2									10		2										
871		夏2016朧改	おぼろ	2									10		3										
872		夏風雲	かざぐも	2									10		2										
873		夏沖波	おきなみ	2									10		2										
874		夏五十鈴	いすず	3									10		2										
875		夏扶桑	ふそう	9									5		4										
876		夏山城	やましろ	9									5		4										
877		夏瑞穂	みずほ	16									5		2										
878		夏大和	やまと	9									5		4										
879		夏榛名改二	はるな	8									10		4										
880		夏大鯨	たいげい・りゅうほう	20									5		3										
881		夏龍鳳	たいげい・りゅうほう	7									5		3										
882		夏三隅	みくま	5									10		3										
883		夏大淀	おおよど	3									10		3										
884		夏大淀改	おおよど	3									10		4										
885		夏Libeccio	リベッチオ	2									10		2										
886		夏Z3	マックス・シュルツ	2									10		3										
887		梅雨曙	あけぼの	2									10		2										
888		梅雨早霜	はやしも	2									10		2										
889		梅雨清霜	きよしも	2									10		2										
890		梅雨瑞穂	みずほ	16									5		2										
891		梅雨夕立改二	ゆうだち	2									10		3										
892		梅雨最上	もがみ	5									10		3										
893		梅雨夕張	ゆうばり	3									10		3										
894		梅雨千歳	ちとせ	16									10		2										
895		梅雨千代田	ちよだ	16									10		2										
896		携帯白露	しらつゆ	2									10		3										
897		記念日夕雲	ゆうぐも	2									10		2										
898		記念日長波	ながなみ	2									10		2										
899		記念日春雨改	はるさめ	2									10		2										
900		記念日瑞穂	みずほ	16									5		2										
